ticket_id,customerID,ticket_open_date,ticket_close_date,issue_type,priority,status
TKT-0000321,GEN-09836,2025-09-23,2025-10-03,Cancellation Request,Medium,Closed
TKT-0000322,gen-05343,2025-12-08,2025-12-19,billing inquiry,Low,CLOSED
TKT-0000323,GEN-11468,2025-12-08,2025-12-21,Billing Inquiry,Low,Closed
TKT-0000324,4727-MCYZG,2025-08-10,2025-08-12,New Service Request,Medium,Closed
TKT-0000325,1271-SJBGZ,2025-07-19,2025-08-02,Service Interruption,High,Closed
TKT-0000326,GEN-11486,2026-04-17,2026-04-29,Billing Inquiry,Low,Closed
TKT-0000327,6158-HDPXZ,2025-08-06,,New Service Request,Medium,Pending Customer
TKT-0000328,GEN-07251,2025-10-23,2025-10-26,Service Interruption,Low,Closed
TKT-0000329,GEN-02438,2025-08-21,2025-08-30,Billing Inquiry,Medium,Closed
TKT-0000330,1262-OPMFY,2026-06-02,,Billing Inquiry,Medium,Open
TKT-0000331,9993-LHIEB,2025-10-06,2025-10-19,Technical Support,Low,Closed
TKT-0000332,GEN-10551,2025-09-10,2025-09-20,Billing Inquiry,Low,Closed
 TKT-0000333 , GEN-05193 , 2025-08-19 , 2025-08-25 , Technical Support , Medium , Closed 
TKT-0000334,GEN-08599,2026-02-07,2026-02-17,Service Interruption,Medium,Closed
TKT-0000335,1448-PWKYE,2026-02-18,2026-02-25,New Service Request,Low,Closed
TKT-0000336,4616-ULAOA,2025-12-28,2025-12-30,Billing Inquiry,Low,Closed
TKT-0000337,8180-AKMJV,2025-09-15,2025-09-18,Billing Inquiry,Medium,Closed
TKT-0000338,1872-EBWSC,2025-10-17,2025-10-31,Technical Support,Low,Closed
TKT-0000339,1447-PJGGA,2025-08-14,2025-08-15,Technical Support,Medium,Closed
TKT-0000340,GEN-01528,2025-10-30,2025-11-11,Technical Support,Low,Closed
TKT-0000341,5301-GAUUY,2025-12-20,2026-01-01,Billing Inquiry,Medium,Closed
TKT-0000342,GEN-09767,2025-11-02,2025-11-16,New Service Request,Low,Closed
TKT-0000343,5176-LDKUH,2025-11-11,2025-11-18,Service Interruption,Medium,Closed
 TKT-0000344 , GEN-08718 , 2026-05-01 , nan , Cancellation Request , High , Open 
TKT-0000345,6766-HFKLA,2026-04-13,2026-04-26,Service Interruption,Medium,Closed
TKT-0000346,GEN-10219,2026-03-25,2026-03-26,Billing Inquiry,Low,Closed
TKT-0000347,GEN-07684,2026-01-11,,Cancellation Request,High,Pending Customer
TKT-0000348,GEN-12843,2025-09-11,,Service Interruption,Medium,Open
TKT-0000349,GEN-03203,2025-12-10,2025-12-17,Billing Inquiry,Low,Closed
TKT-0000350,GEN-11718,2025-08-08,2025-08-17,Technical Support,Medium,Closed
TKT-0000351,GEN-05108,2026-03-07,,Billing Inquiry,Medium,Open
TKT-0000352,GEN-09982,2026-02-26,,New Service Request,High,Open
TKT-0000353,GEN-05542,2026-05-21,2026-05-23,Cancellation Request,Medium,Closed
TKT-0000354,GEN-06569,2026-01-27,2026-02-09,Billing Inquiry,Low,Closed
TKT-0000355,GEN-10507,2025-09-24,2025-10-04,Technical Support,Low,Closed
TKT-0000356,6656-GULJQ,2025-11-01,,New Service Request,Low,Pending Customer
TKT-0000357,GEN-08114,2025-08-23,2025-08-28,Billing Inquiry,High,Closed
TKT-0000358,GEN-11526,2025-07-27,,Technical Support,Medium,Open
TKT-0000359,2087-QAREY,2026-05-23,2026-05-26,Billing Inquiry,High,Closed
TKT-0000360,GEN-03178,2026-02-23,,New Service Request,High,Open
TKT-0000361,GEN-08640,2026-06-19,,Service Interruption,High,Pending Customer
TKT-0000362,GEN-02961,2025-11-12,,Service Interruption,Medium,Pending Customer
TKT-0000363,GEN-01431,2025-09-06,2025-09-09,Cancellation Request,Low,Closed
TKT-0000364,1323-OOEPC,2025-08-25,2025-09-01,Technical Support,Medium,Closed
TKT-0000365,1810-MVMAI,2026-02-20,,Billing Inquiry,Medium,Pending Customer
TKT-0000366,7898-PDWQE,2025-07-03,2025-07-14,Billing Inquiry,Medium,Closed
TKT-0000367,9224-VTYID,2026-02-24,2026-02-25,Service Interruption,Medium,Closed
TKT-0000368,GEN-02241,2025-12-24,2026-01-04,Service Interruption,Low,Closed
TKT-0000369,GEN-09292,2026-01-13,2026-01-14,Technical Support,High,Closed
TKT-0000370,2453-SAFNS,2026-03-31,2026-04-09,Technical Support,Medium,Closed
TKT-0000371,GEN-05757,2026-03-26,2026-04-06,Billing Inquiry,Medium,Closed
TKT-0000372,GEN-06531,2025-12-02,2025-12-06,Technical Support,Low,Closed
TKT-0000373,5902-WBLSE,2025-07-02,2025-07-04,New Service Request,High,Closed
TKT-0000374,GEN-09084,2025-12-08,2025-12-21,Billing Inquiry,High,Closed
TKT-0000375,GEN-11263,2025-10-06,2025-10-13,Technical Support,Low,Closed
TKT-0000376,8220-OCUFY,2026-03-22,2026-03-28,Billing Inquiry,High,Closed
TKT-0000377,GEN-06499,2026-05-18,,Billing Inquiry,Low,Open
TKT-0000378,GEN-03334,2025-12-19,2026-01-01,Technical Support,Low,Closed
TKT-0000379,GEN-10915,2026-04-30,2026-04-30,New Service Request,Low,Closed
TKT-0000380,GEN-10423,2025-11-10,,Billing Inquiry,Low,Pending Customer
TKT-0000381,GEN-00329,2025-12-28,2026-01-02,Billing Inquiry,Low,Closed
TKT-0000382,GEN-05409,2026-01-02,,Technical Support,Medium,Open
TKT-0000383,0665-XHDJU,2026-02-22,2026-03-07,Cancellation Request,Low,Closed
TKT-0000384,7426-RHZGU,2025-12-28,2026-01-05,Service Interruption,Medium,Closed
TKT-0000385,GEN-08570,2026-06-03,2026-06-12,Technical Support,Medium,Closed
TKT-0000386,2270-CHBFN,2025-10-29,2025-10-31,Billing Inquiry,Medium,Closed
TKT-0000387,7802-EFKNY,2025-07-20,2025-07-22,Technical Support,Low,Closed
TKT-0000388,GEN-07863,2025-10-10,2025-10-21,Billing Inquiry,Medium,Closed
TKT-0000389,GEN-04976,2025-08-16,2025-08-27,Billing Inquiry,High,Closed
TKT-0000390,GEN-12880,2026-03-20,,Billing Inquiry,Low,Pending Customer
TKT-0000391,GEN-02677,2026-04-22,2026-04-24,Service Interruption,Low,Closed
TKT-0000392,GEN-08485,2026-01-06,2026-01-12,Billing Inquiry,Medium,Closed
TKT-0000393,GEN-10527,2026-01-17,2026-01-22,Technical Support,Low,Closed
TKT-0000394,5542-TBBWB,2026-02-24,2026-03-01,Service Interruption,Medium,Closed
TKT-0000395,3583-KRKMD,2026-04-02,,Technical Support,High,Pending Customer
TKT-0000396,GEN-06554,2026-06-23,2026-07-05,Technical Support,Low,Closed
TKT-0000397,GEN-05627,2026-03-07,2026-03-12,Billing Inquiry,Low,Closed
TKT-0000398,GEN-10551,2026-05-10,2026-05-16,Technical Support,Low,Closed
TKT-0000399,GEN-08110,2026-03-09,2026-03-19,Billing Inquiry,Low,Closed
TKT-0000400,GEN-09053,2026-05-09,2026-05-10,Technical Support,Low,Closed
TKT-0000401,GEN-05444,2026-01-13,2026-01-18,Billing Inquiry,Low,Closed
TKT-0000402,GEN-04102,2025-10-13,2025-10-20,Cancellation Request,Low,Closed
TKT-0000403,GEN-11106,2025-09-13,2025-09-14,Service Interruption,Low,Closed
TKT-0000404,GEN-03693,2026-06-11,,Billing Inquiry,Low,Open
TKT-0000405,GEN-04676,2025-07-25,2025-07-29,Billing Inquiry,Low,Closed
TKT-0000406,2890-WFBHU,2025-12-30,2026-01-08,Technical Support,Medium,Closed
TKT-0000407,GEN-00352,2025-07-10,2025-07-12,Billing Inquiry,Low,Closed
TKT-0000408,GEN-01367,2026-04-03,2026-04-13,Cancellation Request,Medium,Closed
TKT-0000409,GEN-02006,2026-03-08,2026-03-10,Technical Support,Low,Closed
TKT-0000410,GEN-09254,2026-04-21,2026-04-23,Technical Support,Low,Closed
TKT-0000411,GEN-00940,2025-08-13,2025-08-23,New Service Request,High,Closed
TKT-0000412,GEN-04314,2026-04-29,,Billing Inquiry,Medium,Pending Customer
TKT-0000413,GEN-09084,2026-01-19,2026-01-22,Service Interruption,Low,Closed
TKT-0000414,GEN-12813,2026-04-23,,Billing Inquiry,Medium,Open
TKT-0000415,GEN-11945,2026-03-21,,Billing Inquiry,Medium,Pending Customer
TKT-0000416,GEN-08990,2026-03-05,,Billing Inquiry,Low,Open
TKT-0000417,8086-OVPWV,2025-12-02,2025-12-11,Billing Inquiry,Medium,Closed
TKT-0000418,7579-OOPEC,2026-02-25,2026-03-02,Billing Inquiry,Low,Closed
TKT-0000419,GEN-02625,2025-11-21,2025-11-21,New Service Request,High,Closed
TKT-0000420,GEN-03018,2026-04-13,,Technical Support,Low,Pending Customer
TKT-0000421,GEN-01659,2025-08-08,2025-08-14,Cancellation Request,Medium,Closed
TKT-0000422,GEN-01271,2025-11-26,2025-12-04,Cancellation Request,High,Closed
TKT-0000423,2830-LEWOA,2025-08-05,2025-08-07,Technical Support,High,Closed
TKT-0000424,GEN-05875,2025-10-11,2025-10-12,Service Interruption,Medium,Closed
TKT-0000425,GEN-01840,2025-11-10,2025-11-16,Billing Inquiry,Medium,Closed
TKT-0000426,7569-NMZYQ,2025-09-20,2025-10-02,Cancellation Request,Medium,Closed
TKT-0000427,0820-FNRNX,2025-11-12,2025-11-13,Service Interruption,Low,Closed
TKT-0000428,GEN-07628,2025-12-31,,Billing Inquiry,Low,Open
TKT-0000429,2788-CJQAQ,2026-04-03,2026-04-11,Billing Inquiry,Low,Closed
TKT-0000430,GEN-03039,2026-02-17,2026-02-19,Billing Inquiry,Low,Closed
TKT-0000431,GEN-07794,2026-03-02,,New Service Request,Low,Pending Customer
TKT-0000432,0841-NULXI,2026-06-25,2026-07-02,Technical Support,Low,Closed
TKT-0000433,1627-AFWVJ,2026-01-15,2026-01-23,Billing Inquiry,Medium,Closed
TKT-0000434,GEN-06638,2025-11-29,,Service Interruption,High,Pending Customer
TKT-0000435,2476-YGEFM,2025-07-04,2025-07-11,Technical Support,Low,Closed
TKT-0000436,8654-DHAOW,2025-07-28,2025-07-28,Billing Inquiry,Low,Closed
TKT-0000437,GEN-01136,2025-11-29,2025-12-11,Service Interruption,Low,Closed
TKT-0000438,6384-VMJHP,2026-06-12,2026-06-19,Technical Support,Low,Closed
TKT-0000439,6838-HVLXG,2026-03-11,2026-03-19,Technical Support,Medium,Closed
TKT-0000440,GEN-06574,2026-04-03,2026-04-09,New Service Request,Low,Closed
TKT-0000441,GEN-06922,2025-09-21,,Service Interruption,Low,Pending Customer
TKT-0000442,4795-WRNVT,2026-03-18,2026-03-19,New Service Request,Medium,Closed
TKT-0000443,0564-MUUQK,2026-05-26,2026-05-27,Service Interruption,High,Closed
TKT-0000444,9732-OUYRN,2026-04-07,2026-04-19,Technical Support,Medium,Closed
TKT-0000445,GEN-05081,2025-07-29,2025-07-31,Cancellation Request,Medium,Closed
TKT-0000446,GEN-11684,2025-12-13,2025-12-21,Billing Inquiry,High,Closed
TKT-0000447,GEN-09245,2026-01-02,2026-01-06,Cancellation Request,Medium,Closed
TKT-0000448,GEN-06312,2026-06-10,,Technical Support,Low,Open
TKT-0000449,GEN-03800,2025-08-17,2025-08-26,Billing Inquiry,Medium,Closed
TKT-0000450,GEN-04544,2025-12-15,2025-12-20,Technical Support,High,Closed
TKT-0000451,GEN-01953,2025-07-28,2025-08-09,Billing Inquiry,Medium,Closed
TKT-0000452,8097-VBQTZ,2026-06-07,,Service Interruption,Low,Open
TKT-0000453,GEN-00712,2025-10-24,,Billing Inquiry,Low,Pending Customer
TKT-0000454,GEN-07105,2026-06-04,2026-06-10,Technical Support,High,Closed
TKT-0000455,GEN-03231,2025-09-28,2025-10-08,Service Interruption,Low,Closed
TKT-0000456,2580-ASVVY,2025-08-31,2025-09-02,Billing Inquiry,Low,Closed
 TKT-0000457 , GEN-06045 , 2026-03-16 , 2026-03-24 , Service Interruption , Low , Closed 
TKT-0000458,GEN-11921,2025-09-29,2025-10-07,Technical Support,High,Closed
TKT-0000459,5149-TGWDZ,2026-05-31,2026-06-10,Billing Inquiry,Low,Closed
TKT-0000460,GEN-10642,2026-05-16,2026-05-19,Cancellation Request,High,Closed
TKT-0000461,GEN-12587,2025-08-12,2025-08-14,Service Interruption,Medium,Closed
TKT-0000462,GEN-05753,2026-04-26,,Service Interruption,Low,Open
TKT-0000463,2812-SFXMJ,2025-12-21,2025-12-27,New Service Request,Medium,Closed
TKT-0000464,3656-TKRVZ,2025-07-23,2025-07-27,Cancellation Request,Medium,Closed
TKT-0000465,GEN-06542,2026-05-03,2026-05-17,Service Interruption,Low,Closed
TKT-0000466,GEN-02051,2026-03-17,2026-03-21,New Service Request,Low,Closed
TKT-0000467,0484-JPBRU,2026-05-02,2026-05-11,Technical Support,Low,Closed
TKT-0000468,9830-ECLEN,2026-01-03,2026-01-10,Service Interruption,High,Closed
TKT-0000469,2890-WFBHU,2025-08-05,2025-08-14,Cancellation Request,Low,Closed
TKT-0000470,8012-SOUDQ,2025-07-11,,Service Interruption,High,Open
TKT-0000471,2683-JXWQQ,2026-02-02,2026-02-10,Cancellation Request,Low,Closed
TKT-0000472,GEN-07547,2026-04-25,2026-05-01,Technical Support,Low,Closed
TKT-0000473,4355-HBJHH,2026-05-03,2026-05-13,Technical Support,Low,Closed
TKT-0000474,GEN-05203,2025-07-22,,Billing Inquiry,Low,Open
TKT-0000475,1448-PWKYE,2026-05-01,2026-05-08,Technical Support,Medium,Closed
TKT-0000476,GEN-06493,2026-02-20,2026-02-23,Service Interruption,Medium,Closed
TKT-0000477,8329-GWVPJ,2026-05-24,2026-05-26,Billing Inquiry,Low,Closed
TKT-0000478,GEN-05227,2026-03-15,2026-03-26,Cancellation Request,Low,Closed
TKT-0000479,1875-QIVME,2025-08-26,2025-09-01,Technical Support,Low,Closed
TKT-0000480,9274-UARKJ,2026-04-19,,New Service Request,Low,Open
TKT-0000481,5884-GCYMI,2026-02-16,2026-02-18,Technical Support,Medium,Closed
TKT-0000482,GEN-04409,2026-05-25,2026-05-29,Technical Support,Low,Closed
 TKT-0000483 , GEN-04903 , 2026-04-02 , nan , New Service Request , Low , Open 
TKT-0000484,5168-MQQCA,2026-06-05,2026-06-07,Cancellation Request,Low,Closed
TKT-0000485,GEN-02533,2026-05-23,,Billing Inquiry,Medium,Pending Customer
TKT-0000486,GEN-09931,2025-07-05,,Billing Inquiry,High,Pending Customer
TKT-0000487,GEN-05989,2025-12-27,2026-01-04,Technical Support,Low,Closed
TKT-0000488,5876-HZVZM,2026-06-10,,Service Interruption,Low,Open
TKT-0000489,GEN-09358,2025-10-05,2025-10-10,Service Interruption,Low,Closed
TKT-0000490,0895-UADGO,2026-06-28,2026-06-29,Billing Inquiry,High,Closed
TKT-0000491,2324-EFHVG,2025-12-15,2025-12-27,Service Interruption,Low,Closed
TKT-0000492,7138-GIRSH,2026-01-05,2026-01-07,Technical Support,Medium,Closed
TKT-0000493,GEN-00086,2025-09-08,2025-09-15,Technical Support,Medium,Closed
TKT-0000494,6671-NGWON,2026-01-26,2026-02-06,Service Interruption,High,Closed
TKT-0000495,5980-NOPLP,2025-11-29,2025-12-03,Technical Support,Low,Closed
TKT-0000496,3195-TQDZX,2026-05-13,,Cancellation Request,Medium,Open
TKT-0000497,GEN-05683,2026-04-14,2026-04-15,Billing Inquiry,Medium,Closed
TKT-0000498,GEN-04111,2025-12-15,2025-12-20,Billing Inquiry,Low,Closed
TKT-0000499,GEN-02809,2026-04-13,2026-04-23,New Service Request,Low,Closed
TKT-0000500,0207-MDKNV,2025-08-22,2025-08-28,Billing Inquiry,High,Closed
TKT-0000501,GEN-09103,2026-02-04,2026-02-06,Billing Inquiry,Low,Closed
TKT-0000502,GEN-07931,2026-03-13,,Technical Support,Low,Pending Customer
TKT-0000503,GEN-12011,2026-01-12,,Billing Inquiry,High,Open
TKT-0000504,GEN-00030,2026-01-21,2026-01-22,Technical Support,Low,Closed
TKT-0000505,GEN-01229,2026-01-23,2026-02-05,Service Interruption,Medium,Closed
TKT-0000506,GEN-11620,2025-09-20,,Service Interruption,Low,Pending Customer
TKT-0000507,GEN-09627,2025-08-04,2025-08-17,Service Interruption,Medium,Closed
TKT-0000508,3370-HXOPH,2025-09-09,2025-09-21,Cancellation Request,High,Closed
TKT-0000509,GEN-06791,2025-09-14,2025-09-26,Service Interruption,Low,Closed
TKT-0000510,GEN-04961,2026-02-24,,Billing Inquiry,Low,Open
TKT-0000511,1122-YJBCS,2025-11-08,2025-11-13,Technical Support,High,Closed
Tkt-0000512,6112-KTHFQ,2025-08-14,2025-08-21,Service Interruption,Low,closed
TKT-0000513,GEN-02145,2026-03-28,2026-04-07,Technical Support,Medium,Closed
TKT-0000514,9489-DEDVP,2026-05-17,,Cancellation Request,High,Pending Customer
TKT-0000515,GEN-10967,2026-04-27,2026-05-09,Technical Support,Low,Closed
TKT-0000516,GEN-12344,2026-03-05,2026-03-16,Technical Support,Low,Closed
TKT-0000517,GEN-05057,2026-02-21,2026-02-22,New Service Request,High,Closed
TKT-0000518,GEN-07262,2025-07-08,,Technical Support,Medium,Open
TKT-0000519,GEN-12140,2025-11-13,2025-11-16,Technical Support,Medium,Closed
TKT-0000520,GEN-10315,2026-06-15,2026-06-24,Billing Inquiry,High,Closed
TKT-0000521,GEN-08363,2025-09-18,,New Service Request,High,Pending Customer
TKT-0000522,GEN-08008,2025-08-10,2025-08-20,Billing Inquiry,Medium,Closed
TKT-0000523,GEN-12667,2025-07-13,2025-07-25,Service Interruption,Low,Closed
TKT-0000524,GEN-11701,2026-03-11,2026-03-18,Technical Support,Low,Closed
TKT-0000525,GEN-10339,2026-02-18,2026-03-03,Service Interruption,High,Closed
TKT-0000526,GEN-00550,2025-12-02,2025-12-15,Billing Inquiry,Low,Closed
TKT-0000527,4597-ELFTS,2026-03-04,2026-03-17,Billing Inquiry,Medium,Closed
TKT-0000528,GEN-02084,2025-10-15,2025-10-18,Billing Inquiry,Medium,Closed
TKT-0000529,GEN-04511,2026-05-25,2026-06-03,Service Interruption,Low,Closed
TKT-0000530,8882-TLVRW,2026-01-16,2026-01-21,Service Interruption,Low,Closed
TKT-0000531,GEN-07599,2026-04-30,,Billing Inquiry,Low,Pending Customer
TKT-0000532,GEN-02606,2026-01-04,,Billing Inquiry,Low,Open
TKT-0000533,7295-JOMMD,2026-01-10,2026-01-13,Billing Inquiry,High,Closed
TKT-0000534,2439-LYPMQ,2025-08-13,,Technical Support,Low,Open
TKT-0000535,GEN-08338,2025-09-08,2025-09-16,Service Interruption,High,Closed
TKT-0000536,GEN-12353,2025-12-31,2026-01-13,Cancellation Request,Low,Closed
TKT-0000537,8620-RJPZN,2026-06-18,2026-06-18,Service Interruption,Medium,Closed
 Tkt-0000538 , GEN-08732 , 2026-03-26 , 2026-03-31 , TECHNICAL SUPPORT , medium , Closed 
TKT-0000539,GEN-09771,2025-08-17,,Billing Inquiry,Low,Pending Customer
TKT-0000540,GEN-03775,2025-12-15,2025-12-16,Service Interruption,High,Closed
TKT-0000541,GEN-01946,2025-07-31,2025-08-09,Service Interruption,Low,Closed
TKT-0000542,GEN-09063,2026-02-03,,New Service Request,High,Open
TKT-0000543,1513-XNPPH,2026-05-05,2026-05-08,Cancellation Request,Low,Closed
 TKT-0000544 , GEN-01650 , 2026-06-14 , 2026-06-22 , Service Interruption , High , Closed 
TKT-0000545,GEN-03410,2025-08-08,2025-08-14,Billing Inquiry,Medium,Closed
TKT-0000546,GEN-05512,2026-04-03,2026-04-09,Service Interruption,High,Closed
TKT-0000547,GEN-12938,2026-05-05,2026-05-11,Service Interruption,Low,Closed
TKT-0000548,GEN-10773,2025-08-04,2025-08-12,Service Interruption,High,Closed
TKT-0000549,GEN-04992,2026-06-14,2026-06-17,Billing Inquiry,Low,Closed
TKT-0000550,GEN-05672,2026-02-09,2026-02-15,Service Interruption,High,Closed
TKT-0000551,GEN-04932,2025-11-30,,New Service Request,Low,Pending Customer
 TKT-0000552 , GEN-05609 , 2025-07-08 , 2025-07-21 , New Service Request , Low , Closed 
TKT-0000553,GEN-09675,2025-12-30,,Technical Support,High,Pending Customer
TKT-0000554,GEN-12034,2026-01-22,2026-01-28,Service Interruption,Low,Closed
TKT-0000555,2400-FEQME,2025-08-12,2025-08-16,Service Interruption,Low,Closed
TKT-0000556,GEN-07342,2026-05-20,2026-05-27,Service Interruption,Low,Closed
TKT-0000557,GEN-03658,2025-08-18,,Billing Inquiry,Low,Open
TKT-0000558,6960-HVYXR,2025-12-04,2025-12-10,Technical Support,Medium,Closed
TKT-0000559,6651-AZVTJ,2026-06-03,2026-06-17,Service Interruption,Medium,Closed
TKT-0000560,GEN-05419,2025-12-19,2025-12-26,Cancellation Request,Medium,Closed
TKT-0000561,GEN-05631,2026-04-24,2026-05-02,New Service Request,Low,Closed
TKT-0000562,5380-AFSSK,2025-07-18,,Technical Support,High,Pending Customer
TKT-0000563,3154-HMWUU,2025-12-06,2025-12-11,Billing Inquiry,Medium,Closed
TKT-0000564,GEN-12633,2026-03-13,2026-03-27,Service Interruption,Low,Closed
TKT-0000565,GEN-12759,2025-09-22,2025-09-24,Billing Inquiry,High,Closed
TKT-0000566,GEN-02757,2025-08-07,2025-08-13,New Service Request,Low,Closed
TKT-0000567,GEN-01344,2026-04-22,2026-04-27,Technical Support,High,Closed
TKT-0000568,8000-REIQB,2025-10-13,2025-10-26,Service Interruption,High,Closed
TKT-0000569,3671-SHRSP,2026-01-06,2026-01-18,Technical Support,Medium,Closed
TKT-0000570,GEN-04676,2026-04-04,2026-04-08,Billing Inquiry,Medium,Closed
TKT-0000571,GEN-04370,2026-06-12,2026-06-16,Cancellation Request,High,Closed
TKT-0000572,GEN-02220,2025-07-24,2025-08-01,Service Interruption,Medium,Closed
TKT-0000573,2017-CCBLH,2025-09-07,2025-09-10,Service Interruption,Medium,Closed
TKT-0000574,GEN-10760,2025-09-05,,Technical Support,Medium,Open
TKT-0000575,2834-JKOOW,2026-04-21,2026-04-28,Billing Inquiry,Low,Closed
TKT-0000576,GEN-03969,2025-09-06,2025-09-19,Technical Support,High,Closed
TKT-0000577,GEN-07817,2026-02-25,2026-03-07,Technical Support,Medium,Closed
TKT-0000578,3721-WKIIL,2025-09-15,2025-09-23,Billing Inquiry,Medium,Closed
TKT-0000579,GEN-04303,2026-03-07,,Billing Inquiry,High,Pending Customer
TKT-0000580,GEN-10489,2025-12-21,2025-12-29,Cancellation Request,Medium,Closed
TKT-0000581,GEN-09599,2026-03-29,2026-04-10,New Service Request,Low,Closed
TKT-0000582,7746-AWNQW,2025-12-28,,Technical Support,High,Open
TKT-0000583,GEN-11982,2025-07-19,2025-08-02,Service Interruption,Medium,Closed
TKT-0000584,3211-ILJTT,2025-10-01,,Service Interruption,Low,Pending Customer
TKT-0000585,GEN-05544,2025-08-05,2025-08-12,Technical Support,Low,Closed
TKT-0000586,6171-ZTVYB,2025-12-26,2026-01-01,Service Interruption,High,Closed
TKT-0000587,GEN-07254,2025-07-25,2025-08-05,Service Interruption,Low,Closed
TKT-0000588,6960-HVYXR,2026-02-10,2026-02-17,Technical Support,Low,Closed
TKT-0000589,GEN-08448,2025-12-27,2025-12-30,Billing Inquiry,Low,Closed
TKT-0000590,4632-XJMEX,2025-07-30,2025-08-10,Service Interruption,Medium,Closed
TKT-0000591,GEN-04802,2026-04-14,,Billing Inquiry,Medium,Open
TKT-0000592,GEN-01001,2026-05-18,2026-05-25,Technical Support,Low,Closed
TKT-0000593,6303-KFWSL,2026-01-18,,Billing Inquiry,High,Open
TKT-0000594,GEN-09608,2025-07-25,2025-08-03,Service Interruption,Medium,Closed
TKT-0000595,GEN-05881,2025-09-26,,Billing Inquiry,Low,Pending Customer
TKT-0000596,GEN-00114,2025-08-16,2025-08-18,New Service Request,Medium,Closed
TKT-0000597,GEN-09151,2025-12-04,2025-12-12,Billing Inquiry,Medium,Closed
TKT-0000598,5914-DVBWJ,2025-10-05,2025-10-07,Technical Support,Medium,Closed
TKT-0000599,GEN-07997,2025-11-20,2025-11-23,Billing Inquiry,High,Closed
TKT-0000600,GEN-00315,2025-09-15,2025-09-26,Billing Inquiry,Low,Closed
TKT-0000601,GEN-12415,2025-11-11,2025-11-15,Service Interruption,Medium,Closed
TKT-0000602,GEN-02854,2026-05-31,2026-06-10,Service Interruption,Low,Closed
TKT-0000603,4765-OXPPD,2026-05-31,,Cancellation Request,Low,Open
TKT-0000604,6656-JWRQX,2026-01-17,,Technical Support,Medium,Pending Customer
TKT-0000605,GEN-09046,2026-04-20,,New Service Request,Low,Pending Customer
TKT-0000606,GEN-07616,2026-01-03,,Billing Inquiry,Low,Pending Customer
TKT-0000607,GEN-03388,2025-10-26,,Billing Inquiry,High,Pending Customer
TKT-0000608,GEN-02855,2025-10-13,2025-10-25,Billing Inquiry,High,Closed
