feedback_id,customerID,submission_date,rating_score,feedback_text
FB-0000378,9601-BRXPO,2025-06-30,3,Had a few minor issues.
FB-0000379,2863-IMQDR,2025-11-08,4,"Good service, but could be slightly faster."
FB-0000380,5686-CMAWK,2025-11-14,3,Had a few minor issues.
FB-0000381,5651-CRHKQ,2026-02-17,4,Mostly positive experience.
FB-0000382,6905-NIQIN,2026-05-28,5,"Fast and reliable, highly recommend."
FB-0000383,8204-YJCLA,2026-04-23,3,Had a few minor issues.
FB-0000384,5167-ZFFMM,2025-09-19,3,"It's okay, but not great."
FB-0000385,6583-SZVGP,2025-11-12,4,Mostly positive experience.
FB-0000386,4895-TMWIR,2025-11-08,4,"Good service, but could be slightly faster."
FB-0000387,0533-BNWKF,2025-08-13,1,Extremely dissatisfied.
FB-0000388,1708-PBBOA,2025-08-11,3,Had a few minor issues.
FB-0000389,8782-LKFPK,2025-07-31,1,Constantly having problems.
FB-0000390,5522-JBWMO,2026-01-20,4,"Good service, but could be slightly faster."
FB-0000391,3597-MVHJT,2026-01-18,4,Happy with the service overall.
FB-0000392,9774-NRNAU,2025-12-16,3,"It's okay, but not great."
FB-0000393,0224-RLWWD,2025-10-17,3,Had a few minor issues.
FB-0000394,9967-ATRFS,2025-07-12,3,Service is average. Room for improvement.
FB-0000395,3951-NJCVI,2026-01-20,4,Happy with the service overall.
FB-0000396,2977-CEBSX,2026-03-03,3,Service is average. Room for improvement.
FB-0000397,0177-PXBAT,2026-05-04,4,"Good service, but could be slightly faster."
FB-0000398,6599-CEBNN,2025-07-28,2,Not happy with the service.
FB-0000399,2519-ERQOJ,2025-08-30,1,Constantly having problems.
FB-0000400,5876-QMYLD,2025-09-13,2,Customer support was not helpful.
FB-0000401,2277-AXSDC,2025-08-17,3,"It's okay, but not great."
FB-0000402,9442-JTWDL,2026-05-11,4,Mostly positive experience.
FB-0000403,0979-PHULV,2026-05-05,2,Customer support was not helpful.
FB-0000404,3067-SVMTC,2025-09-24,4,"Good service, but could be slightly faster."
FB-0000405,5495-GPSRW,2025-07-04,5,"Excellent service, very satisfied!"
FB-0000406,7606-BPHHN,2026-01-19,5,"Excellent service, very satisfied!"
FB-0000407,4742-DRORA,2025-08-02,4,"Good service, but could be slightly faster."
FB-0000408,0111-KLBQG,2025-12-19,1,"Very poor service, would not recommend."
FB-0000409,4800-VHZKI,2025-08-25,1,Constantly having problems.
FB-0000410,7989-CHGTL,2026-06-19,5,"Excellent service, very satisfied!"
FB-0000411,0334-GDDSO,2025-10-27,5,"Fast and reliable, highly recommend."
FB-0000412,4163-NCJAK,2026-03-25,4,Mostly positive experience.
FB-0000413,5233-AOZUF,2025-09-05,5,"Excellent service, very satisfied!"
FB-0000414,5973-EJGDP,2025-08-27,1,Extremely dissatisfied.
FB-0000415,1996-DBMUS,2026-01-26,5,"Excellent service, very satisfied!"
FB-0000416,7916-VCCPB,2026-01-19,4,Happy with the service overall.
FB-0000417,4686-GEFRM,2026-01-02,4,Mostly positive experience.
FB-0000418,5249-QYHEX,2025-07-29,5,"Excellent service, very satisfied!"
FB-0000419,0578-SKVMF,2026-03-14,1,Constantly having problems.
FB-0000420,5564-NEMQO,2025-12-13,1,Constantly having problems.
FB-0000421,2233-FAGXV,2025-12-14,5,"Excellent service, very satisfied!"
FB-0000422,5605-IYGFG,2025-08-27,4,Happy with the service overall.
FB-0000423,7663-ZTEGJ,2025-08-24,3,Had a few minor issues.
FB-0000424,3935-TBRZZ,2026-03-28,4,"Good service, but could be slightly faster."
FB-0000425,8111-BKVDS,2026-06-01,3,Had a few minor issues.
FB-0000426,2055-SIFSS,2026-01-06,4,Mostly positive experience.
FB-0000427,2806-MLNTI,2025-09-08,3,"It's okay, but not great."
FB-0000428,8734-DKSTZ,2025-09-17,2,Customer support was not helpful.
FB-0000429,4360-PNRQB,2025-07-17,3,Service is average. Room for improvement.
FB-0000430,6152-ONASV,2025-10-19,2,"Poor experience, frequent disconnects."
FB-0000431,9063-ZGTUY,2026-02-14,3,Service is average. Room for improvement.
FB-0000432,7781-HVGMK,2025-08-06,1,Extremely dissatisfied.
FB-0000433,2181-UAESM,2026-06-24,1,"Very poor service, would not recommend."
FB-0000434,2957-LOLHO,2026-04-15,2,"Poor experience, frequent disconnects."
FB-0000435,6048-NJXHX,2026-01-31,1,Constantly having problems.
FB-0000436,2320-SLKMB,2025-10-19,2,"Poor experience, frequent disconnects."
FB-0000437,4980-URKXC,2025-08-19,5,"Fast and reliable, highly recommend."
FB-0000438,4376-KFVRS,2026-05-25,4,Happy with the service overall.
FB-0000439,5886-VLQVU,2026-05-10,2,Customer support was not helpful.
FB-0000440,3577-AMVUX,2026-01-04,4,"Good service, but could be slightly faster."
FB-0000441,0771-WLCLA,2025-08-02,2,Customer support was not helpful.
FB-0000442,5628-RKIFK,2025-09-05,5,"Great experience, no issues."
FB-0000443,0206-TBWLC,2025-07-28,2,"Poor experience, frequent disconnects."
FB-0000444,2937-FTHUR,2026-03-18,2,Customer support was not helpful.
FB-0000445,1910-FMXJM,2025-08-02,2,"Poor experience, frequent disconnects."
FB-0000446,7752-XUSCI,2025-09-10,5,"Fast and reliable, highly recommend."
FB-0000447,4110-PFEUZ,2025-11-16,3,Service is average. Room for improvement.
FB-0000448,0732-OCQOC,2026-06-27,2,Not happy with the service.
FB-0000449,5168-MSWXT,2026-03-06,4,Happy with the service overall.
FB-0000450,1090-ESELR,2026-03-19,4,"Good service, but could be slightly faster."
FB-0000451,8592-PLTMQ,2025-08-28,1,Extremely dissatisfied.
FB-0000452,5760-WRAHC,2026-04-22,1,"Very poor service, would not recommend."
FB-0000453,8847-GEOOQ,2026-04-04,5,"Fast and reliable, highly recommend."
FB-0000454,0256-LTHVJ,2026-04-16,5,"Fast and reliable, highly recommend."
FB-0000455,4785-FCIFB,2025-09-28,5,"Great experience, no issues."
FB-0000456,8313-NDOIA,2026-03-20,1,Constantly having problems.
FB-0000457,5149-CUZUJ,2025-08-19,2,Not happy with the service.
FB-0000458,0942-KOWSM,2025-07-10,5,"Great experience, no issues."
FB-0000459,4237-CLSMM,2025-11-11,5,"Fast and reliable, highly recommend."
FB-0000460,1452-VOQCH,2026-01-08,2,Customer support was not helpful.
FB-0000461,4719-UMSIY,2026-01-05,2,Not happy with the service.
FB-0000462,6614-VBEGU,2025-08-04,3,Service is average. Room for improvement.
FB-0000463,0880-TKATG,2026-03-19,3,Service is average. Room for improvement.
FB-0000464,3811-VBYBZ,2026-01-20,2,Not happy with the service.
FB-0000465,1480-BKXGA,2026-05-09,5,"Excellent service, very satisfied!"
FB-0000466,2996-XAUVF,2026-01-22,4,Mostly positive experience.
FB-0000467,9076-AXYIK,2025-11-04,5,"Great experience, no issues."
FB-0000468,5968-XQIVE,2026-05-28,3,Had a few minor issues.
FB-0000469,8896-RAZCR,2025-09-03,3,Service is average. Room for improvement.
FB-0000470,4640-UHDOS,2026-02-04,5,"Great experience, no issues."
FB-0000471,4933-IKULF,2026-04-04,3,Had a few minor issues.
FB-0000472,3583-EKAPL,2026-03-12,5,"Fast and reliable, highly recommend."
FB-0000473,1304-BCCFO,2025-08-25,5,"Great experience, no issues."
FB-0000474,4104-PVRPS,2025-09-28,3,Had a few minor issues.
FB-0000475,9399-APLBT,2026-02-18,5,"Excellent service, very satisfied!"
FB-0000476,2359-KMGLI,2026-03-10,1,Constantly having problems.
FB-0000477,3780-DDGSE,2026-02-19,4,Mostly positive experience.
FB-0000478,4431-EDMIQ,2026-06-20,5,"Fast and reliable, highly recommend."
FB-0000479,0306-JAELE,2025-10-12,2,"Poor experience, frequent disconnects."
FB-0000480,6227-HWPWX,2025-12-18,2,Customer support was not helpful.
FB-0000481,0486-LGCCH,2025-07-13,3,"It's okay, but not great."
FB-0000482,0447-BEMNG,2026-04-26,1,Constantly having problems.
FB-0000483,4612-SSVHJ,2026-06-08,3,Had a few minor issues.
FB-0000484,5168-MQQCA,2025-12-13,2,Not happy with the service.
FB-0000485,5949-XIKAE,2025-07-19,5,"Excellent service, very satisfied!"
FB-0000486,7971-HLVXI,2026-04-13,5,"Fast and reliable, highly recommend."
FB-0000487,9094-AZPHK,2026-01-01,3,"It's okay, but not great."
FB-0000488,3649-JPUGY,2026-03-16,5,"Excellent service, very satisfied!"
FB-0000489,4472-LVYGI,2025-11-09,4,Happy with the service overall.
FB-0000490,8372-JUXUI,2026-05-13,3,Had a few minor issues.
FB-0000491,3552-CTCYF,2026-01-01,1,Extremely dissatisfied.
FB-0000492,6778-YSNIH,2025-12-27,4,Mostly positive experience.
FB-0000493,0388-EOPEX,2025-10-14,3,"It's okay, but not great."
FB-0000494,5756-OZRIO,2025-07-04,5,"Fast and reliable, highly recommend."
FB-0000495,6579-JPICP,2025-12-29,3,"It's okay, but not great."
FB-0000496,8205-OTCHB,2025-10-29,5,"Fast and reliable, highly recommend."
FB-0000497,4134-BSXLX,2026-03-21,4,"Good service, but could be slightly faster."
FB-0000498,0505-SPOOW,2026-04-23,2,Customer support was not helpful.
FB-0000499,6235-VDHOM,2025-12-31,4,Mostly positive experience.
FB-0000500,7783-YKGDV,2026-05-10,1,"Very poor service, would not recommend."
FB-0000501,4374-YMUSQ,2026-06-16,5,"Fast and reliable, highly recommend."
FB-0000502,4513-CXYIX,2026-02-06,1,Extremely dissatisfied.
FB-0000503,3957-HHLMR,2026-05-31,1,Extremely dissatisfied.
FB-0000504,7803-XOCCZ,2025-09-21,5,"Excellent service, very satisfied!"
FB-0000505,5736-YEJAX,2026-03-13,4,Happy with the service overall.
FB-0000506,5609-CEBID,2026-06-15,5,"Great experience, no issues."
FB-0000507,8981-FJGLA,2026-01-11,2,"Poor experience, frequent disconnects."
FB-0000508,7218-HKQFK,2026-06-22,2,Not happy with the service.
FB-0000509,4636-QRJKY,2026-01-30,2,"Poor experience, frequent disconnects."
FB-0000510,1135-LMECX,2025-11-13,1,Extremely dissatisfied.
FB-0000511,4332-MUOEZ,2025-07-27,3,Service is average. Room for improvement.
FB-0000512,8535-SFUTN,2026-05-27,4,"Good service, but could be slightly faster."
FB-0000513,5956-VKDTT,2026-03-20,2,Customer support was not helpful.
FB-0000514,8677-HDZEE,2026-01-24,5,"Great experience, no issues."
FB-0000515,2475-MROZF,2025-12-13,1,"Very poor service, would not recommend."
FB-0000516,9412-GHEEC,2026-05-04,5,"Great experience, no issues."
FB-0000517,3482-ABPKK,2026-05-30,1,Constantly having problems.
FB-0000518,6705-LXORM,2025-10-06,2,"Poor experience, frequent disconnects."
FB-0000519,0257-ZESQC,2025-09-30,3,Had a few minor issues.
FB-0000520,7531-GQHME,2025-11-20,4,Happy with the service overall.
FB-0000521,5174-ITUMV,2025-12-05,5,"Excellent service, very satisfied!"
FB-0000522,4109-CYRBD,2025-08-31,5,"Fast and reliable, highly recommend."
FB-0000523,0913-XWSCN,2026-05-09,5,"Great experience, no issues."
FB-0000524,6825-UYPFK,2025-07-05,2,Not happy with the service.
FB-0000525,8397-MVTAZ,2025-11-10,1,Constantly having problems.
FB-0000526,0750-EBAIU,2025-11-13,4,"Good service, but could be slightly faster."
FB-0000527,8606-CIQUL,2026-06-04,1,Constantly having problems.
FB-0000528,3571-DPYUH,2026-03-28,2,"Poor experience, frequent disconnects."
FB-0000529,7601-GNDYK,2026-05-05,1,Constantly having problems.
FB-0000530,0356-OBMAC,2026-05-23,2,Customer support was not helpful.
FB-0000531,8067-NIOYM,2025-09-18,5,"Excellent service, very satisfied!"
FB-0000532,1403-GYAFU,2025-12-29,2,"Poor experience, frequent disconnects."
FB-0000533,4234-XTNEA,2025-08-28,5,"Fast and reliable, highly recommend."
FB-0000534,1297-VQDRP,2025-10-12,4,Happy with the service overall.
FB-0000535,9282-IZGQK,2026-05-03,1,"Very poor service, would not recommend."
FB-0000536,5348-CAGXB,2025-08-27,1,Extremely dissatisfied.
FB-0000537,0621-HJWXJ,2025-10-25,5,"Fast and reliable, highly recommend."
FB-0000538,5844-QVTAT,2026-04-24,1,Extremely dissatisfied.
FB-0000539,8905-IAZPF,2025-11-15,4,"Good service, but could be slightly faster."
FB-0000540,5394-MEITZ,2025-11-28,1,"Very poor service, would not recommend."
FB-0000541,6859-QNXIQ,2026-04-29,2,"Poor experience, frequent disconnects."
FB-0000542,2782-LFZVW,2026-06-05,2,Customer support was not helpful.
FB-0000543,2866-IKBTM,2026-04-11,3,Service is average. Room for improvement.
FB-0000544,1342-JPNKI,2026-02-14,5,"Excellent service, very satisfied!"
FB-0000545,2817-NTQDO,2026-03-18,5,"Fast and reliable, highly recommend."
FB-0000546,7129-AZJDE,2026-01-06,2,"Poor experience, frequent disconnects."
FB-0000547,6986-IJDHX,2026-05-09,5,"Excellent service, very satisfied!"
FB-0000548,2560-PPCHE,2026-02-03,2,Customer support was not helpful.
FB-0000549,4676-MQUEA,2026-04-02,3,"It's okay, but not great."
FB-0000550,8138-EALND,2026-04-05,2,Customer support was not helpful.
FB-0000551,3580-HYCSP,2025-11-02,1,"Very poor service, would not recommend."
FB-0000552,1352-HNSAW,2026-02-22,3,Had a few minor issues.
FB-0000553,2075-PUEPR,2025-11-22,2,"Poor experience, frequent disconnects."
FB-0000554,1982-FEBTD,2025-09-22,4,"Good service, but could be slightly faster."
FB-0000555,5301-GAUUY,2026-04-17,2,"Poor experience, frequent disconnects."
FB-0000556,5791-KAJFD,2025-07-04,5,"Fast and reliable, highly recommend."
FB-0000557,2654-VBVPB,2025-07-01,4,Happy with the service overall.
FB-0000558,1154-HYWWO,2025-08-17,2,Customer support was not helpful.
FB-0000559,2501-XWWTZ,2026-05-18,5,"Excellent service, very satisfied!"
FB-0000560,3716-UVSPD,2025-09-17,2,Customer support was not helpful.
FB-0000561,6815-ABQFQ,2025-08-19,2,"Poor experience, frequent disconnects."
FB-0000562,7343-EOBEU,2026-05-08,5,"Excellent service, very satisfied!"
FB-0000563,3701-SFMUH,2025-12-06,3,Service is average. Room for improvement.
FB-0000564,6103-LIANB,2026-01-26,1,"Very poor service, would not recommend."
FB-0000565,7319-VENRZ,2026-06-06,2,Not happy with the service.
FB-0000566,5846-NEQVZ,2025-12-06,1,Extremely dissatisfied.
FB-0000567,6967-QIQRV,2025-10-07,4,Happy with the service overall.
FB-0000568,5781-RFZRP,2026-05-20,1,Extremely dissatisfied.
FB-0000569,0939-YAPAF,2026-05-05,5,"Excellent service, very satisfied!"
FB-0000570,0308-IVGOK,2026-05-29,2,"Poor experience, frequent disconnects."
FB-0000571,7293-LSCDV,2025-10-16,2,"Poor experience, frequent disconnects."
FB-0000572,7025-WCBNE,2026-06-20,5,"Excellent service, very satisfied!"
FB-0000573,5756-JYOJT,2026-03-12,3,Service is average. Room for improvement.
FB-0000574,4710-FDUIZ,2026-01-21,3,Had a few minor issues.
FB-0000575,6030-REHUX,2025-07-16,3,Had a few minor issues.
FB-0000576,9548-LIGTA,2025-08-26,3,Service is average. Room for improvement.
FB-0000577,5150-LJNSR,2026-01-07,2,Not happy with the service.
FB-0000578,8270-RKSAP,2025-10-09,5,"Fast and reliable, highly recommend."
FB-0000579,6522-YRBXD,2025-09-15,2,Customer support was not helpful.
FB-0000580,2640-LYMOV,2025-12-02,5,"Great experience, no issues."
FB-0000581,1218-VKFPE,2025-07-24,5,"Fast and reliable, highly recommend."
FB-0000582,3627-FHKBK,2025-07-16,5,"Fast and reliable, highly recommend."
FB-0000583,2865-TCHJW,2025-10-20,3,Service is average. Room for improvement.
FB-0000584,1423-BMPBQ,2025-08-24,4,"Good service, but could be slightly faster."
FB-0000585,2393-DIVAI,2025-08-26,4,"Good service, but could be slightly faster."
FB-0000586,5192-EBGOV,2025-09-08,2,Customer support was not helpful.
FB-0000587,4568-KNYWR,2025-11-27,2,Customer support was not helpful.
FB-0000588,8752-IMQOS,2025-12-11,5,"Excellent service, very satisfied!"
FB-0000589,0742-LAFQK,2025-12-18,4,Mostly positive experience.
FB-0000590,0795-LAFGP,2026-06-21,5,"Fast and reliable, highly recommend."
FB-0000591,0619-OLYUR,2026-01-01,2,"Poor experience, frequent disconnects."
FB-0000592,5512-IDZEI,2026-06-06,2,"Poor experience, frequent disconnects."
FB-0000593,0459-SPZHJ,2026-04-01,1,Constantly having problems.
FB-0000594,0215-BQKGS,2025-08-23,1,"Very poor service, would not recommend."
FB-0000595,9244-ZVAPM,2026-03-22,4,"Good service, but could be slightly faster."
FB-0000596,0719-SYFRB,2025-10-21,4,Happy with the service overall.
FB-0000597,8208-EUMTE,2026-06-28,3,Had a few minor issues.
FB-0000598,5172-MIGPM,2025-07-03,4,Happy with the service overall.
FB-0000599,1710-RCXUS,2025-07-09,4,Happy with the service overall.
FB-0000600,0374-FIUCA,2025-10-14,5,"Fast and reliable, highly recommend."
FB-0000601,5839-SUYVZ,2025-12-16,4,Mostly positive experience.
FB-0000602,5173-ZXXXL,2025-07-18,5,"Great experience, no issues."
FB-0000603,1096-ADRUX,2026-06-06,3,Service is average. Room for improvement.
FB-0000604,2001-MCUUW,2025-07-14,5,"Great experience, no issues."
FB-0000605,2731-GJRDG,2026-03-31,2,"Poor experience, frequent disconnects."
FB-0000606,4723-BEGSG,2026-04-21,1,"Very poor service, would not recommend."
FB-0000607,6516-NKQBO,2025-08-04,4,"Good service, but could be slightly faster."
FB-0000608,8672-OAUPW,2025-11-26,3,"It's okay, but not great."
FB-0000609,8207-DMRVL,2025-12-19,2,"Poor experience, frequent disconnects."
FB-0000610,3419-SNJJD,2025-10-22,5,"Fast and reliable, highly recommend."
FB-0000611,6543-CPZMK,2026-01-16,3,Service is average. Room for improvement.
FB-0000612,4765-OXPPD,2026-05-06,5,"Excellent service, very satisfied!"
FB-0000613,2804-ETQDK,2026-01-26,4,Mostly positive experience.
FB-0000614,6689-VRRTK,2026-05-01,4,Mostly positive experience.
FB-0000615,7138-GIRSH,2025-11-29,1,Extremely dissatisfied.
FB-0000616,9396-ZSFLL,2026-04-21,5,"Great experience, no issues."
FB-0000617,6464-KEXXH,2025-07-08,4,Mostly positive experience.
FB-0000618,7134-MJPDY,2025-08-07,2,Customer support was not helpful.
FB-0000619,5240-CAOYT,2026-06-03,4,Happy with the service overall.
FB-0000620,4059-IIEBK,2026-02-05,3,Service is average. Room for improvement.
FB-0000621,4881-JVQOD,2026-06-06,2,Customer support was not helpful.
FB-0000622,0516-UXRMT,2026-03-24,5,"Great experience, no issues."
FB-0000623,4851-BQDNX,2026-05-31,1,Extremely dissatisfied.
FB-0000624,5148-HKFIR,2026-04-24,5,"Great experience, no issues."
FB-0000625,1009-IRMNA,2025-07-11,2,Not happy with the service.
FB-0000626,3003-CMDUU,2025-12-22,3,"It's okay, but not great."
FB-0000627,5016-IBERQ,2026-03-30,4,Mostly positive experience.
FB-0000628,6797-UCJHZ,2025-09-20,3,Service is average. Room for improvement.
FB-0000629,2469-DTSGX,2025-12-05,4,"Good service, but could be slightly faster."
FB-0000630,4554-YGZIH,2025-10-23,5,"Fast and reliable, highly recommend."
FB-0000631,5099-BAILX,2025-11-01,2,Customer support was not helpful.
FB-0000632,9931-KGHOA,2026-06-19,3,Had a few minor issues.
FB-0000633,1775-KWJKQ,2025-07-02,2,"Poor experience, frequent disconnects."
FB-0000634,7665-VIGUD,2025-10-31,3,Had a few minor issues.
FB-0000635,9411-TPQQV,2026-06-25,4,Happy with the service overall.
FB-0000636,7207-RMRDB,2025-12-26,5,"Great experience, no issues."
FB-0000637,7954-MLBUN,2025-12-08,3,"It's okay, but not great."
FB-0000638,2077-DDHJK,2026-01-09,3,Had a few minor issues.
FB-0000639,4913-EHYUI,2026-05-15,2,Not happy with the service.
FB-0000640,0195-IESCP,2025-10-18,2,Customer support was not helpful.
FB-0000641,9574-BOSMD,2026-05-18,2,"Poor experience, frequent disconnects."
FB-0000642,4580-TMHJU,2026-04-18,3,Had a few minor issues.
FB-0000643,0970-ETWGE,2025-07-30,3,Had a few minor issues.
FB-0000644,4908-XAXAY,2026-02-05,5,"Great experience, no issues."
FB-0000645,8404-VLQFB,2025-09-18,1,"Very poor service, would not recommend."
FB-0000646,1626-ERCMM,2025-10-21,1,Extremely dissatisfied.
FB-0000647,0887-HJGAR,2026-01-10,5,"Great experience, no issues."
FB-0000648,2391-IPLOP,2026-02-02,1,Constantly having problems.
FB-0000649,5644-PDMZC,2025-12-21,4,Mostly positive experience.
FB-0000650,3509-GWQGF,2025-12-27,2,"Poor experience, frequent disconnects."
FB-0000651,9576-ANLXO,2025-11-26,2,Customer support was not helpful.
FB-0000652,2024-BASKD,2026-05-21,1,"Very poor service, would not recommend."
FB-0000653,5845-BZZIB,2026-04-18,3,Service is average. Room for improvement.
FB-0000654,1140-UKVZG,2025-07-10,2,"Poor experience, frequent disconnects."
FB-0000655,4160-AMJTL,2025-12-02,2,"Poor experience, frequent disconnects."
FB-0000656,5183-SNMJQ,2026-04-12,3,Had a few minor issues.
FB-0000657,8100-PNJMH,2026-03-24,5,"Excellent service, very satisfied!"
